PC0,PC1,PC2,PC3,PC4
-4.456354799889391,-1.3599441788178477,-0.9436137724376085,-0.28154727042132305,-0.3843387368324325
-2.7492114541929107,-1.201643704983402,-0.36586381781669647,0.0970257477809566,0.06559982604897324
-2.8053373544508275,0.1951876553902659,-2.252854157179776,-0.4641020265509239,0.5224079501128076
-2.418901074256002,0.3565653968910394,-1.029831363158489,0.16743620056801806,1.5660316763716653
-1.678631537925713,1.3985896362249883,1.3141974777691225,-0.44581970138306076,0.14493916508740004
-5.276700869624295,-1.0389966614866344,0.34523991857898084,1.0648955762548622,-0.693877861338689
-3.2756452502943447,-0.3147803949680707,2.3689026300893277,0.32452473998651893,0.3779631309013946
-2.921517332447002,-0.7279336873834065,0.4897145237415942,-0.09894100020739054,-0.03715824753974081
-3.3263752373766704,-0.057427728275884674,-1.1243333435372518,0.4159451946951752,-1.0250156532565093
-0.7238463855311117,1.304223034853678,1.259952088824343,0.9590339670831929,1.364318107312021
-0.32370281103004017,3.1486128226104477,1.7106801846706594,0.26345404787036314,2.706678881816526
-3.143467877857362,0.19460243739394883,-1.1812229247068542,0.29596629049005624,0.4811780961237046
-3.948150936498542,-0.8282114914237594,-0.7556383637988049,-0.07487295184554349,0.7436270077445136
-2.3354063081375664,-0.36300300756581166,1.149260246826611,-0.17710590007638627,-0.07584795938521224
-0.44680696709778195,3.3244150361500306,0.2940737331222306,-0.734937226494258,2.655309288383162
-1.0859731248983386,3.3307485435851327,0.5131375447327586,3.2856711168088117,0.10389271246727665
-2.033132738118124,2.327914370754954,-0.6922170473823838,-0.2915067188075506,1.1711609749100702
2.040861490514263,6.533707180214697,2.3586068856533426,1.3964040310506605,-0.9744436861539325
-3.960341659538272,1.6159168705077906,-0.07488868462573071,0.8676715342097681,-2.432755025911853
-5.01141089773486,-1.2656127416380025,0.19431390522,0.18713762975622003,0.4955895714838885
-4.654793805408521,-1.2568266620353956,-0.055533482841043626,-0.058552319197381374,-0.24094437552788384
-2.707100106778207,0.1292537542601493,1.4925967056632103,-0.17856611126179742,-0.07793881045700785
-1.6338346521371683,2.4657474929291645,-0.7884337361668992,-0.5386779174974742,2.5910061050252082
-1.8463138434564113,1.8820882969509263,-0.7783627750648451,1.824036802567524,-1.3677734777262582
-2.438264881682509,1.9966877734023123,-0.9120676231257943,-1.741865773405171,0.208151066686787
-2.243287026891429,1.2941804462818174,-0.8720265978603288,1.9733527384846556,-0.06651362640011486
-0.8609789414438661,2.4846572058862106,-1.4689781689042338,-0.28564869451543845,1.3716897684003273
-0.6610050671613549,3.3975567426896354,-1.0260121873137293,-0.48568278474745186,0.9060497574729408
-1.6118034528081333,3.025373186847109,-1.9169449222875183,0.4866092858301918,0.4000799488103948
0.7398463888835973,5.480874567960249,0.7882235001749333,3.2874818017698666,-1.33481601939285
-3.2247118257141074,1.8239302209800246,-1.2681139533650012,-0.5177615883624399,0.5259713754300203
-2.8789338701573275,1.6968791563650896,-0.7419595760692169,0.32164144641769404,0.7986196713998533
-0.7268877762046081,3.1455973020468786,1.9207147384524994,2.15070592285064,-0.10915227904456958
-3.725063375755202,-0.5404929631233052,0.5284563784501384,-0.597798847087896,-0.6047800521674437
-4.547048470054344,-2.1687936441137854,0.6008973438574198,0.4568586857229363,-0.06813874856446704
-4.52342169934258,-2.1993468479340454,0.708196886419977,0.42817716712168535,-0.04363354768990966
-4.063572341321934,-1.5049657007407782,-0.09813326063234085,-0.6179136309917088,-1.3345711174045445
-3.927363840703119,-0.7263025912028651,0.6168746104498894,0.027216905001260946,0.7328085442633289
-3.382035822576326,-0.8246651278257128,1.653228780981906,0.006325148453104611,-0.0705887499937839
-2.36635267119706,0.2455415426299685,2.8642736451220796,0.11866878387062792,0.4213660643331105
-2.111825256416134,0.08391323300577501,2.2179262043332177,-0.40295145794052567,-0.42437579336706543
-2.6799873876541365,-1.2630926543355878,0.7637305265499125,0.3987213848944065,0.12550699775537083
-3.392845322402502,-0.9205352219465732,1.8023349054794242,-0.047202559627981776,-0.36105269109972443
-3.3321071355992564,-1.6778252824990676,1.3971909924771362,0.23731010872088415,-0.6631001265551016
-2.6420165799772835,-1.3734246658686338,2.182401089329615,0.4626316045978964,-0.19264456193101012
-2.620653681500992,-1.927425575964423,1.4775208000836288,0.803781244841066,-0.017166026077392756
-2.360329040887371,-2.339021859603982,1.9171003699788323,1.0180102995490412,0.007555600666003667
-2.8082242711342507,-2.589349959086547,2.1048578028209493,1.2513438233795229,0.4419647786664203
-2.093564620719924,-1.3619341379858798,3.0076236551697857,0.4116887474025111,-0.9405051365845515
-3.642778583035646,0.11929179671619862,-0.4960518926313588,-0.8537812438133923,-0.004308601365414503
-3.070996431811601,-0.22727089750641816,3.5969019410022236,0.05569939081026106,0.042028377202838654
-3.297529397268448,-0.781223605543929,3.4244003509278698,0.19575076851596349,-0.23803354190719775
-3.2322854215393586,-0.8426882319047241,2.325179782155329,-0.35704952638451287,-1.3624770034400937
-2.1219883864021494,-1.1426351749549277,2.0097354202201747,1.0475707940650416,1.2173761890041424
-2.8414217863386875,-0.6143154478707574,-1.712583286054118,-0.5814431994336409,-0.3140373468392028
-2.5962406094736856,0.08217792925649824,-0.008389767747795939,-0.784446868616172,-0.3699939847038225
-2.3553441693769743,-1.0092345647344565,0.288064089218162,0.18613943983441572,0.4579641005262342
-0.7460420291834404,-0.7536011347054475,-0.4716243125749933,0.2706410895689354,0.47034209326636134
-1.4639174848881913,0.3454815221009844,-1.063970246424725,-0.5744148475783949,0.31974938334399794
-0.9210576422898595,1.6896549348951222,0.07282584437552841,-1.0852778919823656,-0.609592859598778
-2.5542084291834377,0.5353798678710607,1.8693292343531716,-0.46429935792142457,-0.2294872997882608
-2.694263963262566,-0.09007018504267762,0.4162984408806734,-0.6290798696336583,-0.3562701897676442
-2.949157077115709,-0.5324628067741537,-0.8298921577228774,0.2205842398070857,0.28924837898959443
-2.738379012568354,-1.692721667885324,-0.5355470434209317,0.35116674123433333,0.24732866129746486
-0.9188438624977463,-1.3331555445445877,0.8747767181988759,-0.0938665260494659,-0.8936062590260236
-1.0150126352108426,0.7306101680828824,1.6026476973805517,-0.4798147580203194,0.1588787214580346
-0.9428365896477329,1.2174992387155141,1.3451797454311358,-1.0736674950737817,-0.8804322686232338
-1.8711725841153393,-0.5171727647159567,1.1641217921602687,-0.21652794619039567,-0.35557495040421677
-2.460374955555064,-0.5992689089755943,0.840519144831484,0.030376885436268222,0.01711305916757934
-1.8498006186782807,-0.6376684371957723,0.4179823080004486,-0.3129583913449407,-0.6084948993028909
-1.7821235485444689,-0.08476304480698399,-0.18150071533742348,-0.8144131004009126,-0.9595001411863593
-1.6583755116475618,0.4617522384833795,0.006587741207589451,-0.7691103073648929,-0.4007486065576656
0.4211522659232499,2.1989139565647555,1.229055320653687,-0.5861663623049733,0.960081400811927
0.32055883336681373,3.278131417218478,-0.41730864291569375,-1.5505921565106195,0.6792732591925468
-0.2215614785367827,2.9287052594761533,1.578298117713174,0.32635145720545655,0.5245727538315699
0.610267518405732,2.6896449489126177,2.727437492030948,-0.9277265668403047,0.5068938522931793
-2.245049761799671,-1.0111524868650796,0.12052796291537185,0.472589725647452,0.23125995935113838
-0.6800876777048982,0.21448006186103435,-0.7420546641432019,-0.5129535612267412,-0.3026362290718233
-0.3627152680233084,3.1857886636591357,-0.6743915174612679,0.4420052406093946,1.575469804356032
1.0477455591898635,3.04352155012409,1.6364784255141038,-0.41610663554696165,1.314662002050969
0.022234225663036376,1.6420609004715172,1.5899150931914698,0.1740785563842284,0.5313304275218815
-1.2045315559558112,-0.35415706117506457,0.021298086896073837,-0.03873482047477312,0.5528561545427177
0.2507468715915022,3.424862943583826,2.160657633187627,-0.34384954261077005,0.30730478384847654
-3.3168348885272203,-0.3085507289832092,1.5625081999693615,0.7547555342047099,-0.8114654669085566
-0.1634899971833198,0.10142986422058946,2.921505155846879,0.4217482968954243,0.22276983762543903
1.468050738000925,2.370714185207252,0.9967371465572921,-1.4417252076846538,-0.1989004418013422
-1.4091272434213267,3.7637150465743052,-3.1455724720294023,1.0464427903889104,-1.1829939884468872
-1.358238614836759,1.9780059155486318,-0.1990024481488932,1.4485719394316288,-0.15240552928345105
-2.072808207717865,0.14141967563657715,1.2243915059862627,-0.7847013937069631,-0.8283117082359831
-1.217422231553653,-0.24289576437981475,0.801338429950222,-0.15865820952946186,0.6055993813144676
-0.6142995755979402,-0.639060998953431,-0.9063778255653422,-0.46145331036899323,-0.8674201030854279
0.18754498688331803,2.8325803322919247,0.640246189614168,-0.2502336937397936,1.0957278142861446
-0.1247443220058605,1.5233576656885257,-0.3795303629036423,-0.6168085274050258,0.9546682249320002
-0.6404730197725508,1.754127332049857,1.1885917251201805,-0.1719600882851622,-0.5710109990135914
-2.420279037517072,-0.06743832129744441,0.8870769275493674,-0.6329972734732844,-0.460131632098286
-1.054276847902321,2.716624845822416,2.3636822839652516,-1.5024654168845581,-0.0578927066153067
-2.9500865654730326,-0.7767575385846477,2.6552627603127372,0.5150284024793491,0.4181131229252739
-2.722318265863769,-1.5001156449530972,1.9986158107155179,0.2941988934472799,-0.10989889373133704
-1.9855826155608616,-0.6598855179065312,2.5310854326477976,-0.1813337567212253,-0.4249627352267073
-0.5918614117556492,-1.751233111323731,1.8876957112580806,0.6429456161487742,0.09693338463686553
-0.7581206961000574,0.5072413385651472,1.692749671494673,-0.9705663199429929,-0.7971296678354612
-0.5349803004991271,-0.7557173926880177,0.5363903217973178,-0.05342926652167807,0.18867032804462436
-1.356043501484091,-0.18484435793538614,0.0638194220410981,-0.2042438478455034,0.42479127654763194
-0.8408162340501494,0.2958500258620398,1.580182782776494,-0.6053963110354931,-0.7042429673194911
-1.4840742363130026,-0.030530290725209235,2.020921995345437,-0.7500459672531139,-1.1004036183279307
-0.006279399553491694,-2.2794543768349396,0.25750577670937974,0.7995371792192012,0.12402676593745426
2.896380419286536,0.353343794023424,0.9630664709306077,0.4142083967753856,1.7042634234023495
0.5703398770239361,1.0988539429514605,0.45891835505381556,-0.4128618536641966,1.0141653024634067
-0.3350175865619985,0.44911587857981516,0.19102857315535107,-0.9588501192167367,-0.5249410523804485
0.04930722043454339,-0.6726777826232702,0.572916553717879,-0.13235467425503308,0.16128162132084936
1.2326040957230457,-2.2138767245636064,0.7060248731607227,0.8591247773103265,-0.02381890649862027
4.335426035599105,-0.8870726698269159,1.7960774020504122,0.48852436011401745,-0.11973350666463947
2.210192674590405,-0.7577351292084163,-1.0498760674070455,-0.5930151477584766,-0.8526923589634741
1.2178773488310952,1.1591636400273693,-0.09862437092121287,-1.823622352221388,-1.3166561100158558
2.2277076085313507,-0.5370542092663361,-0.79457600178103,0.35142282143294257,1.0258329662179684
1.5128079866658968,2.8551740317313703,-0.18620063989390653,-0.39706382297331827,-0.18960676623637085
-0.3685090417501697,2.8735568385797103,0.8590653523187655,2.4660588916522297,-0.057041830749770005
-1.233278784359063,-0.05009582082922384,0.010346548407173327,-0.6358461242502862,-0.5897068826584722
-0.20428101536949103,0.3474975720581184,0.021705415995028066,-0.1961167899838522,0.565340814837041
0.5562032684305512,3.2003798393254845,-1.7444773989171862,-1.427858783821285,1.5176934121327006
1.3870460889746619,2.9965886262081276,1.5965829055636522,-0.4736708526233868,-0.6621317849645115
-1.3142675123830552,0.64750035019992,1.2361768730372946,-0.5589425960897997,-0.5226238225168437
-1.3138560783351805,-0.3157950678834131,1.7719620894277948,-0.08886727535649143,0.06229781740460392
-0.6515088737897081,-1.0274576792332903,1.0028300926778106,0.7837085792851917,0.8535042020331675
0.9135504300036723,0.617515125219016,1.055900890891168,-0.02239045632267754,0.9038368517096621
-0.3410565277988223,0.9856610566267071,-0.03816882389070181,-1.0606784310288098,-1.0503449470301653
0.4958218669049551,2.7925772899895227,1.6741016232115564,0.5590606089206305,0.11251351581650126
0.3756653322200966,3.753536155570191,0.8682377972493291,-0.3624858167816821,-0.5347322767568776
-0.6938987419726689,3.2836300580077147,1.0022254508461894,-1.0135791488381327,-2.3657000029029716
